,법정동코드,시도명,시군구명,읍면동명,동리명,법정동시군구코드,법정동읍면동코드,주소
0,1111010100,서울특별시,종로구,청운동,,11110,10100,서울특별시 종로구 청운동
1,1111010200,서울특별시,종로구,신교동,,11110,10200,서울특별시 종로구 신교동
2,1111010300,서울특별시,종로구,궁정동,,11110,10300,서울특별시 종로구 궁정동
3,1111010400,서울특별시,종로구,효자동,,11110,10400,서울특별시 종로구 효자동
4,1111010500,서울특별시,종로구,창성동,,11110,10500,서울특별시 종로구 창성동
5,1111010600,서울특별시,종로구,통의동,,11110,10600,서울특별시 종로구 통의동
6,1111010700,서울특별시,종로구,적선동,,11110,10700,서울특별시 종로구 적선동
7,1111010800,서울특별시,종로구,통인동,,11110,10800,서울특별시 종로구 통인동
8,1111010900,서울특별시,종로구,누상동,,11110,10900,서울특별시 종로구 누상동
9,1111011000,서울특별시,종로구,누하동,,11110,11000,서울특별시 종로구 누하동
10,1111011100,서울특별시,종로구,옥인동,,11110,11100,서울특별시 종로구 옥인동
11,1111011200,서울특별시,종로구,체부동,,11110,11200,서울특별시 종로구 체부동
12,1111011300,서울특별시,종로구,필운동,,11110,11300,서울특별시 종로구 필운동
13,1111011400,서울특별시,종로구,내자동,,11110,11400,서울특별시 종로구 내자동
14,1111011500,서울특별시,종로구,사직동,,11110,11500,서울특별시 종로구 사직동
15,1111011600,서울특별시,종로구,도렴동,,11110,11600,서울특별시 종로구 도렴동
16,1111011700,서울특별시,종로구,당주동,,11110,11700,서울특별시 종로구 당주동
17,1111011800,서울특별시,종로구,내수동,,11110,11800,서울특별시 종로구 내수동
18,1111011900,서울특별시,종로구,세종로,,11110,11900,서울특별시 종로구 세종로
19,1111012000,서울특별시,종로구,신문로1가,,11110,12000,서울특별시 종로구 신문로1가
20,1111012100,서울특별시,종로구,신문로2가,,11110,12100,서울특별시 종로구 신문로2가
21,1111012200,서울특별시,종로구,청진동,,11110,12200,서울특별시 종로구 청진동
22,1111012300,서울특별시,종로구,서린동,,11110,12300,서울특별시 종로구 서린동
23,1111012400,서울특별시,종로구,수송동,,11110,12400,서울특별시 종로구 수송동
24,1111012500,서울특별시,종로구,중학동,,11110,12500,서울특별시 종로구 중학동
25,1111012600,서울특별시,종로구,종로1가,,11110,12600,서울특별시 종로구 종로1가
26,1111012700,서울특별시,종로구,공평동,,11110,12700,서울특별시 종로구 공평동
27,1111012800,서울특별시,종로구,관훈동,,11110,12800,서울특별시 종로구 관훈동
28,1111012900,서울특별시,종로구,견지동,,11110,12900,서울특별시 종로구 견지동
29,1111013000,서울특별시,종로구,와룡동,,11110,13000,서울특별시 종로구 와룡동
30,1111013100,서울특별시,종로구,권농동,,11110,13100,서울특별시 종로구 권농동
31,1111013200,서울특별시,종로구,운니동,,11110,13200,서울특별시 종로구 운니동
32,1111013300,서울특별시,종로구,익선동,,11110,13300,서울특별시 종로구 익선동
33,1111013400,서울특별시,종로구,경운동,,11110,13400,서울특별시 종로구 경운동
34,1111013500,서울특별시,종로구,관철동,,11110,13500,서울특별시 종로구 관철동
35,1111013600,서울특별시,종로구,인사동,,11110,13600,서울특별시 종로구 인사동
36,1111013700,서울특별시,종로구,낙원동,,11110,13700,서울특별시 종로구 낙원동
37,1111013800,서울특별시,종로구,종로2가,,11110,13800,서울특별시 종로구 종로2가
38,1111013900,서울특별시,종로구,팔판동,,11110,13900,서울특별시 종로구 팔판동
39,1111014000,서울특별시,종로구,삼청동,,11110,14000,서울특별시 종로구 삼청동
40,1111014100,서울특별시,종로구,안국동,,11110,14100,서울특별시 종로구 안국동
41,1111014200,서울특별시,종로구,소격동,,11110,14200,서울특별시 종로구 소격동
42,1111014300,서울특별시,종로구,화동,,11110,14300,서울특별시 종로구 화동
43,1111014400,서울특별시,종로구,사간동,,11110,14400,서울특별시 종로구 사간동
44,1111014500,서울특별시,종로구,송현동,,11110,14500,서울특별시 종로구 송현동
45,1111014600,서울특별시,종로구,가회동,,11110,14600,서울특별시 종로구 가회동
46,1111014700,서울특별시,종로구,재동,,11110,14700,서울특별시 종로구 재동
47,1111014800,서울특별시,종로구,계동,,11110,14800,서울특별시 종로구 계동
48,1111014900,서울특별시,종로구,원서동,,11110,14900,서울특별시 종로구 원서동
49,1111015000,서울특별시,종로구,훈정동,,11110,15000,서울특별시 종로구 훈정동
50,1111015100,서울특별시,종로구,묘동,,11110,15100,서울특별시 종로구 묘동
51,1111015200,서울특별시,종로구,봉익동,,11110,15200,서울특별시 종로구 봉익동
52,1111015300,서울특별시,종로구,돈의동,,11110,15300,서울특별시 종로구 돈의동
53,1111015400,서울특별시,종로구,장사동,,11110,15400,서울특별시 종로구 장사동
54,1111015500,서울특별시,종로구,관수동,,11110,15500,서울특별시 종로구 관수동
55,1111015600,서울특별시,종로구,종로3가,,11110,15600,서울특별시 종로구 종로3가
56,1111015700,서울특별시,종로구,인의동,,11110,15700,서울특별시 종로구 인의동
57,1111015800,서울특별시,종로구,예지동,,11110,15800,서울특별시 종로구 예지동
58,1111015900,서울특별시,종로구,원남동,,11110,15900,서울특별시 종로구 원남동
59,1111016000,서울특별시,종로구,연지동,,11110,16000,서울특별시 종로구 연지동
60,1111016100,서울특별시,종로구,종로4가,,11110,16100,서울특별시 종로구 종로4가
61,1111016200,서울특별시,종로구,효제동,,11110,16200,서울특별시 종로구 효제동
62,1111016300,서울특별시,종로구,종로5가,,11110,16300,서울특별시 종로구 종로5가
63,1111016400,서울특별시,종로구,종로6가,,11110,16400,서울특별시 종로구 종로6가
64,1111016500,서울특별시,종로구,이화동,,11110,16500,서울특별시 종로구 이화동
65,1111016600,서울특별시,종로구,연건동,,11110,16600,서울특별시 종로구 연건동
66,1111016700,서울특별시,종로구,충신동,,11110,16700,서울특별시 종로구 충신동
67,1111016800,서울특별시,종로구,동숭동,,11110,16800,서울특별시 종로구 동숭동
68,1111016900,서울특별시,종로구,혜화동,,11110,16900,서울특별시 종로구 혜화동
69,1111017000,서울특별시,종로구,명륜1가,,11110,17000,서울특별시 종로구 명륜1가
70,1111017100,서울특별시,종로구,명륜2가,,11110,17100,서울특별시 종로구 명륜2가
71,1111017200,서울특별시,종로구,명륜4가,,11110,17200,서울특별시 종로구 명륜4가
72,1111017300,서울특별시,종로구,명륜3가,,11110,17300,서울특별시 종로구 명륜3가
73,1111017400,서울특별시,종로구,창신동,,11110,17400,서울특별시 종로구 창신동
74,1111017500,서울특별시,종로구,숭인동,,11110,17500,서울특별시 종로구 숭인동
75,1111017600,서울특별시,종로구,교남동,,11110,17600,서울특별시 종로구 교남동
76,1111017700,서울특별시,종로구,평동,,11110,17700,서울특별시 종로구 평동
77,1111017800,서울특별시,종로구,송월동,,11110,17800,서울특별시 종로구 송월동
78,1111017900,서울특별시,종로구,홍파동,,11110,17900,서울특별시 종로구 홍파동
79,1111018000,서울특별시,종로구,교북동,,11110,18000,서울특별시 종로구 교북동
80,1111018100,서울특별시,종로구,행촌동,,11110,18100,서울특별시 종로구 행촌동
81,1111018200,서울특별시,종로구,구기동,,11110,18200,서울특별시 종로구 구기동
82,1111018300,서울특별시,종로구,평창동,,11110,18300,서울특별시 종로구 평창동
83,1111018400,서울특별시,종로구,부암동,,11110,18400,서울특별시 종로구 부암동
84,1111018500,서울특별시,종로구,홍지동,,11110,18500,서울특별시 종로구 홍지동
85,1111018600,서울특별시,종로구,신영동,,11110,18600,서울특별시 종로구 신영동
86,1111018700,서울특별시,종로구,무악동,,11110,18700,서울특별시 종로구 무악동
87,1114010100,서울특별시,중구,무교동,,11140,10100,서울특별시 중구 무교동
88,1114010200,서울특별시,중구,다동,,11140,10200,서울특별시 중구 다동
89,1114010300,서울특별시,중구,태평로1가,,11140,10300,서울특별시 중구 태평로1가
90,1114010400,서울특별시,중구,을지로1가,,11140,10400,서울특별시 중구 을지로1가
91,1114010500,서울특별시,중구,을지로2가,,11140,10500,서울특별시 중구 을지로2가
92,1114010600,서울특별시,중구,남대문로1가,,11140,10600,서울특별시 중구 남대문로1가
93,1114010700,서울특별시,중구,삼각동,,11140,10700,서울특별시 중구 삼각동
94,1114010800,서울특별시,중구,수하동,,11140,10800,서울특별시 중구 수하동
95,1114010900,서울특별시,중구,장교동,,11140,10900,서울특별시 중구 장교동
96,1114011000,서울특별시,중구,수표동,,11140,11000,서울특별시 중구 수표동
97,1114011100,서울특별시,중구,소공동,,11140,11100,서울특별시 중구 소공동
98,1114011200,서울특별시,중구,남창동,,11140,11200,서울특별시 중구 남창동
99,1114011300,서울특별시,중구,북창동,,11140,11300,서울특별시 중구 북창동
100,1114011400,서울특별시,중구,태평로2가,,11140,11400,서울특별시 중구 태평로2가
101,1114011500,서울특별시,중구,남대문로2가,,11140,11500,서울특별시 중구 남대문로2가
102,1114011600,서울특별시,중구,남대문로3가,,11140,11600,서울특별시 중구 남대문로3가
103,1114011700,서울특별시,중구,남대문로4가,,11140,11700,서울특별시 중구 남대문로4가
104,1114011800,서울특별시,중구,남대문로5가,,11140,11800,서울특별시 중구 남대문로5가
105,1114011900,서울특별시,중구,봉래동1가,,11140,11900,서울특별시 중구 봉래동1가
106,1114012000,서울특별시,중구,봉래동2가,,11140,12000,서울특별시 중구 봉래동2가
107,1114012100,서울특별시,중구,회현동1가,,11140,12100,서울특별시 중구 회현동1가
108,1114012200,서울특별시,중구,회현동2가,,11140,12200,서울특별시 중구 회현동2가
109,1114012300,서울특별시,중구,회현동3가,,11140,12300,서울특별시 중구 회현동3가
110,1114012400,서울특별시,중구,충무로1가,,11140,12400,서울특별시 중구 충무로1가
111,1114012500,서울특별시,중구,충무로2가,,11140,12500,서울특별시 중구 충무로2가
112,1114012600,서울특별시,중구,명동1가,,11140,12600,서울특별시 중구 명동1가
113,1114012700,서울특별시,중구,명동2가,,11140,12700,서울특별시 중구 명동2가
114,1114012800,서울특별시,중구,남산동1가,,11140,12800,서울특별시 중구 남산동1가
115,1114012900,서울특별시,중구,남산동2가,,11140,12900,서울특별시 중구 남산동2가
116,1114013000,서울특별시,중구,남산동3가,,11140,13000,서울특별시 중구 남산동3가
117,1114013100,서울특별시,중구,저동1가,,11140,13100,서울특별시 중구 저동1가
118,1114013200,서울특별시,중구,충무로4가,,11140,13200,서울특별시 중구 충무로4가
119,1114013300,서울특별시,중구,충무로5가,,11140,13300,서울특별시 중구 충무로5가
120,1114013400,서울특별시,중구,인현동2가,,11140,13400,서울특별시 중구 인현동2가
121,1114013500,서울특별시,중구,예관동,,11140,13500,서울특별시 중구 예관동
122,1114013600,서울특별시,중구,묵정동,,11140,13600,서울특별시 중구 묵정동
123,1114013700,서울특별시,중구,필동1가,,11140,13700,서울특별시 중구 필동1가
124,1114013800,서울특별시,중구,필동2가,,11140,13800,서울특별시 중구 필동2가
125,1114013900,서울특별시,중구,필동3가,,11140,13900,서울특별시 중구 필동3가
126,1114014000,서울특별시,중구,남학동,,11140,14000,서울특별시 중구 남학동
127,1114014100,서울특별시,중구,주자동,,11140,14100,서울특별시 중구 주자동
128,1114014200,서울특별시,중구,예장동,,11140,14200,서울특별시 중구 예장동
129,1114014300,서울특별시,중구,장충동1가,,11140,14300,서울특별시 중구 장충동1가
130,1114014400,서울특별시,중구,장충동2가,,11140,14400,서울특별시 중구 장충동2가
131,1114014500,서울특별시,중구,광희동1가,,11140,14500,서울특별시 중구 광희동1가
132,1114014600,서울특별시,중구,광희동2가,,11140,14600,서울특별시 중구 광희동2가
133,1114014700,서울특별시,중구,쌍림동,,11140,14700,서울특별시 중구 쌍림동
134,1114014800,서울특별시,중구,을지로6가,,11140,14800,서울특별시 중구 을지로6가
135,1114014900,서울특별시,중구,을지로7가,,11140,14900,서울특별시 중구 을지로7가
136,1114015000,서울특별시,중구,을지로4가,,11140,15000,서울특별시 중구 을지로4가
137,1114015100,서울특별시,중구,을지로5가,,11140,15100,서울특별시 중구 을지로5가
138,1114015200,서울특별시,중구,주교동,,11140,15200,서울특별시 중구 주교동
139,1114015300,서울특별시,중구,방산동,,11140,15300,서울특별시 중구 방산동
140,1114015400,서울특별시,중구,오장동,,11140,15400,서울특별시 중구 오장동
141,1114015500,서울특별시,중구,을지로3가,,11140,15500,서울특별시 중구 을지로3가
142,1114015600,서울특별시,중구,입정동,,11140,15600,서울특별시 중구 입정동
143,1114015700,서울특별시,중구,산림동,,11140,15700,서울특별시 중구 산림동
144,1114015800,서울특별시,중구,충무로3가,,11140,15800,서울특별시 중구 충무로3가
145,1114015900,서울특별시,중구,초동,,11140,15900,서울특별시 중구 초동
146,1114016000,서울특별시,중구,인현동1가,,11140,16000,서울특별시 중구 인현동1가
147,1114016100,서울특별시,중구,저동2가,,11140,16100,서울특별시 중구 저동2가
148,1114016200,서울특별시,중구,신당동,,11140,16200,서울특별시 중구 신당동
149,1114016300,서울특별시,중구,흥인동,,11140,16300,서울특별시 중구 흥인동
150,1114016400,서울특별시,중구,무학동,,11140,16400,서울특별시 중구 무학동
151,1114016500,서울특별시,중구,황학동,,11140,16500,서울특별시 중구 황학동
152,1114016600,서울특별시,중구,서소문동,,11140,16600,서울특별시 중구 서소문동
153,1114016700,서울특별시,중구,정동,,11140,16700,서울특별시 중구 정동
154,1114016800,서울특별시,중구,순화동,,11140,16800,서울특별시 중구 순화동
155,1114016900,서울특별시,중구,의주로1가,,11140,16900,서울특별시 중구 의주로1가
156,1114017000,서울특별시,중구,충정로1가,,11140,17000,서울특별시 중구 충정로1가
157,1114017100,서울특별시,중구,중림동,,11140,17100,서울특별시 중구 중림동
158,1114017200,서울특별시,중구,의주로2가,,11140,17200,서울특별시 중구 의주로2가
159,1114017300,서울특별시,중구,만리동1가,,11140,17300,서울특별시 중구 만리동1가
160,1114017400,서울특별시,중구,만리동2가,,11140,17400,서울특별시 중구 만리동2가
161,1117010100,서울특별시,용산구,후암동,,11170,10100,서울특별시 용산구 후암동
162,1117010200,서울특별시,용산구,용산동2가,,11170,10200,서울특별시 용산구 용산동2가
163,1117010300,서울특별시,용산구,용산동4가,,11170,10300,서울특별시 용산구 용산동4가
164,1117010400,서울특별시,용산구,갈월동,,11170,10400,서울특별시 용산구 갈월동
165,1117010500,서울특별시,용산구,남영동,,11170,10500,서울특별시 용산구 남영동
166,1117010600,서울특별시,용산구,용산동1가,,11170,10600,서울특별시 용산구 용산동1가
167,1117010700,서울특별시,용산구,동자동,,11170,10700,서울특별시 용산구 동자동
168,1117010800,서울특별시,용산구,서계동,,11170,10800,서울특별시 용산구 서계동
169,1117010900,서울특별시,용산구,청파동1가,,11170,10900,서울특별시 용산구 청파동1가
170,1117011000,서울특별시,용산구,청파동2가,,11170,11000,서울특별시 용산구 청파동2가
171,1117011100,서울특별시,용산구,청파동3가,,11170,11100,서울특별시 용산구 청파동3가
172,1117011200,서울특별시,용산구,원효로1가,,11170,11200,서울특별시 용산구 원효로1가
173,1117011300,서울특별시,용산구,원효로2가,,11170,11300,서울특별시 용산구 원효로2가
174,1117011400,서울특별시,용산구,신창동,,11170,11400,서울특별시 용산구 신창동
175,1117011500,서울특별시,용산구,산천동,,11170,11500,서울특별시 용산구 산천동
176,1117011600,서울특별시,용산구,청암동,,11170,11600,서울특별시 용산구 청암동
177,1117011700,서울특별시,용산구,원효로3가,,11170,11700,서울특별시 용산구 원효로3가
178,1117011800,서울특별시,용산구,원효로4가,,11170,11800,서울특별시 용산구 원효로4가
179,1117011900,서울특별시,용산구,효창동,,11170,11900,서울특별시 용산구 효창동
180,1117012000,서울특별시,용산구,도원동,,11170,12000,서울특별시 용산구 도원동
181,1117012100,서울특별시,용산구,용문동,,11170,12100,서울특별시 용산구 용문동
182,1117012200,서울특별시,용산구,문배동,,11170,12200,서울특별시 용산구 문배동
183,1117012300,서울특별시,용산구,신계동,,11170,12300,서울특별시 용산구 신계동
184,1117012400,서울특별시,용산구,한강로1가,,11170,12400,서울특별시 용산구 한강로1가
185,1117012500,서울특별시,용산구,한강로2가,,11170,12500,서울특별시 용산구 한강로2가
186,1117012600,서울특별시,용산구,용산동3가,,11170,12600,서울특별시 용산구 용산동3가
187,1117012700,서울특별시,용산구,용산동5가,,11170,12700,서울특별시 용산구 용산동5가
188,1117012800,서울특별시,용산구,한강로3가,,11170,12800,서울특별시 용산구 한강로3가
189,1117012900,서울특별시,용산구,이촌동,,11170,12900,서울특별시 용산구 이촌동
190,1117013000,서울특별시,용산구,이태원동,,11170,13000,서울특별시 용산구 이태원동
191,1117013100,서울특별시,용산구,한남동,,11170,13100,서울특별시 용산구 한남동
192,1117013200,서울특별시,용산구,동빙고동,,11170,13200,서울특별시 용산구 동빙고동
193,1117013300,서울특별시,용산구,서빙고동,,11170,13300,서울특별시 용산구 서빙고동
194,1117013400,서울특별시,용산구,주성동,,11170,13400,서울특별시 용산구 주성동
195,1117013500,서울특별시,용산구,용산동6가,,11170,13500,서울특별시 용산구 용산동6가
196,1117013600,서울특별시,용산구,보광동,,11170,13600,서울특별시 용산구 보광동
197,1120010100,서울특별시,성동구,상왕십리동,,11200,10100,서울특별시 성동구 상왕십리동
198,1120010200,서울특별시,성동구,하왕십리동,,11200,10200,서울특별시 성동구 하왕십리동
199,1120010300,서울특별시,성동구,홍익동,,11200,10300,서울특별시 성동구 홍익동
200,1120010400,서울특별시,성동구,도선동,,11200,10400,서울특별시 성동구 도선동
201,1120010500,서울특별시,성동구,마장동,,11200,10500,서울특별시 성동구 마장동
202,1120010600,서울특별시,성동구,사근동,,11200,10600,서울특별시 성동구 사근동
203,1120010700,서울특별시,성동구,행당동,,11200,10700,서울특별시 성동구 행당동
204,1120010800,서울특별시,성동구,응봉동,,11200,10800,서울특별시 성동구 응봉동
205,1120010900,서울특별시,성동구,금호동1가,,11200,10900,서울특별시 성동구 금호동1가
206,1120011000,서울특별시,성동구,금호동2가,,11200,11000,서울특별시 성동구 금호동2가
207,1120011100,서울특별시,성동구,금호동3가,,11200,11100,서울특별시 성동구 금호동3가
208,1120011200,서울특별시,성동구,금호동4가,,11200,11200,서울특별시 성동구 금호동4가
209,1120011300,서울특별시,성동구,옥수동,,11200,11300,서울특별시 성동구 옥수동
210,1120011400,서울특별시,성동구,성수동1가,,11200,11400,서울특별시 성동구 성수동1가
211,1120011500,서울특별시,성동구,성수동2가,,11200,11500,서울특별시 성동구 성수동2가
212,1120011800,서울특별시,성동구,송정동,,11200,11800,서울특별시 성동구 송정동
213,1120012200,서울특별시,성동구,용답동,,11200,12200,서울특별시 성동구 용답동
214,1121510100,서울특별시,광진구,중곡동,,11215,10100,서울특별시 광진구 중곡동
215,1121510200,서울특별시,광진구,능동,,11215,10200,서울특별시 광진구 능동
216,1121510300,서울특별시,광진구,구의동,,11215,10300,서울특별시 광진구 구의동
217,1121510400,서울특별시,광진구,광장동,,11215,10400,서울특별시 광진구 광장동
218,1121510500,서울특별시,광진구,자양동,,11215,10500,서울특별시 광진구 자양동
219,1121510700,서울특별시,광진구,화양동,,11215,10700,서울특별시 광진구 화양동
220,1121510900,서울특별시,광진구,군자동,,11215,10900,서울특별시 광진구 군자동
221,1123010100,서울특별시,동대문구,신설동,,11230,10100,서울특별시 동대문구 신설동
222,1123010200,서울특별시,동대문구,용두동,,11230,10200,서울특별시 동대문구 용두동
223,1123010300,서울특별시,동대문구,제기동,,11230,10300,서울특별시 동대문구 제기동
224,1123010400,서울특별시,동대문구,전농동,,11230,10400,서울특별시 동대문구 전농동
225,1123010500,서울특별시,동대문구,답십리동,,11230,10500,서울특별시 동대문구 답십리동
226,1123010600,서울특별시,동대문구,장안동,,11230,10600,서울특별시 동대문구 장안동
227,1123010700,서울특별시,동대문구,청량리동,,11230,10700,서울특별시 동대문구 청량리동
228,1123010800,서울특별시,동대문구,회기동,,11230,10800,서울특별시 동대문구 회기동
229,1123010900,서울특별시,동대문구,휘경동,,11230,10900,서울특별시 동대문구 휘경동
230,1123011000,서울특별시,동대문구,이문동,,11230,11000,서울특별시 동대문구 이문동
231,1126010100,서울특별시,중랑구,면목동,,11260,10100,서울특별시 중랑구 면목동
232,1126010200,서울특별시,중랑구,상봉동,,11260,10200,서울특별시 중랑구 상봉동
233,1126010300,서울특별시,중랑구,중화동,,11260,10300,서울특별시 중랑구 중화동
234,1126010400,서울특별시,중랑구,묵동,,11260,10400,서울특별시 중랑구 묵동
235,1126010500,서울특별시,중랑구,망우동,,11260,10500,서울특별시 중랑구 망우동
236,1126010600,서울특별시,중랑구,신내동,,11260,10600,서울특별시 중랑구 신내동
237,1129010100,서울특별시,성북구,성북동,,11290,10100,서울특별시 성북구 성북동
238,1129010200,서울특별시,성북구,성북동1가,,11290,10200,서울특별시 성북구 성북동1가
239,1129010300,서울특별시,성북구,돈암동,,11290,10300,서울특별시 성북구 돈암동
240,1129010400,서울특별시,성북구,동소문동1가,,11290,10400,서울특별시 성북구 동소문동1가
241,1129010500,서울특별시,성북구,동소문동2가,,11290,10500,서울특별시 성북구 동소문동2가
242,1129010600,서울특별시,성북구,동소문동3가,,11290,10600,서울특별시 성북구 동소문동3가
243,1129010700,서울특별시,성북구,동소문동4가,,11290,10700,서울특별시 성북구 동소문동4가
244,1129010800,서울특별시,성북구,동소문동5가,,11290,10800,서울특별시 성북구 동소문동5가
245,1129010900,서울특별시,성북구,동소문동6가,,11290,10900,서울특별시 성북구 동소문동6가
246,1129011000,서울특별시,성북구,동소문동7가,,11290,11000,서울특별시 성북구 동소문동7가
247,1129011100,서울특별시,성북구,삼선동1가,,11290,11100,서울특별시 성북구 삼선동1가
248,1129011200,서울특별시,성북구,삼선동2가,,11290,11200,서울특별시 성북구 삼선동2가
249,1129011300,서울특별시,성북구,삼선동3가,,11290,11300,서울특별시 성북구 삼선동3가
250,1129011400,서울특별시,성북구,삼선동4가,,11290,11400,서울특별시 성북구 삼선동4가
251,1129011500,서울특별시,성북구,삼선동5가,,11290,11500,서울특별시 성북구 삼선동5가
252,1129011600,서울특별시,성북구,동선동1가,,11290,11600,서울특별시 성북구 동선동1가
253,1129011700,서울특별시,성북구,동선동2가,,11290,11700,서울특별시 성북구 동선동2가
254,1129011800,서울특별시,성북구,동선동3가,,11290,11800,서울특별시 성북구 동선동3가
255,1129011900,서울특별시,성북구,동선동4가,,11290,11900,서울특별시 성북구 동선동4가
256,1129012000,서울특별시,성북구,동선동5가,,11290,12000,서울특별시 성북구 동선동5가
257,1129012100,서울특별시,성북구,안암동1가,,11290,12100,서울특별시 성북구 안암동1가
258,1129012200,서울특별시,성북구,안암동2가,,11290,12200,서울특별시 성북구 안암동2가
259,1129012300,서울특별시,성북구,안암동3가,,11290,12300,서울특별시 성북구 안암동3가
260,1129012400,서울특별시,성북구,안암동4가,,11290,12400,서울특별시 성북구 안암동4가
261,1129012500,서울특별시,성북구,안암동5가,,11290,12500,서울특별시 성북구 안암동5가
262,1129012600,서울특별시,성북구,보문동4가,,11290,12600,서울특별시 성북구 보문동4가
263,1129012700,서울특별시,성북구,보문동5가,,11290,12700,서울특별시 성북구 보문동5가
264,1129012800,서울특별시,성북구,보문동6가,,11290,12800,서울특별시 성북구 보문동6가
265,1129012900,서울특별시,성북구,보문동7가,,11290,12900,서울특별시 성북구 보문동7가
266,1129013000,서울특별시,성북구,보문동1가,,11290,13000,서울특별시 성북구 보문동1가
267,1129013100,서울특별시,성북구,보문동2가,,11290,13100,서울특별시 성북구 보문동2가
268,1129013200,서울특별시,성북구,보문동3가,,11290,13200,서울특별시 성북구 보문동3가
269,1129013300,서울특별시,성북구,정릉동,,11290,13300,서울특별시 성북구 정릉동
270,1129013400,서울특별시,성북구,길음동,,11290,13400,서울특별시 성북구 길음동
271,1129013500,서울특별시,성북구,종암동,,11290,13500,서울특별시 성북구 종암동
272,1129013600,서울특별시,성북구,하월곡동,,11290,13600,서울특별시 성북구 하월곡동
273,1129013700,서울특별시,성북구,상월곡동,,11290,13700,서울특별시 성북구 상월곡동
274,1129013800,서울특별시,성북구,장위동,,11290,13800,서울특별시 성북구 장위동
275,1129013900,서울특별시,성북구,석관동,,11290,13900,서울특별시 성북구 석관동
276,1130510100,서울특별시,강북구,미아동,,11305,10100,서울특별시 강북구 미아동
277,1130510200,서울특별시,강북구,번동,,11305,10200,서울특별시 강북구 번동
278,1130510300,서울특별시,강북구,수유동,,11305,10300,서울특별시 강북구 수유동
279,1130510400,서울특별시,강북구,우이동,,11305,10400,서울특별시 강북구 우이동
280,1132010500,서울특별시,도봉구,쌍문동,,11320,10500,서울특별시 도봉구 쌍문동
281,1132010600,서울특별시,도봉구,방학동,,11320,10600,서울특별시 도봉구 방학동
282,1132010700,서울특별시,도봉구,창동,,11320,10700,서울특별시 도봉구 창동
283,1132010800,서울특별시,도봉구,도봉동,,11320,10800,서울특별시 도봉구 도봉동
284,1135010200,서울특별시,노원구,월계동,,11350,10200,서울특별시 노원구 월계동
285,1135010300,서울특별시,노원구,공릉동,,11350,10300,서울특별시 노원구 공릉동
286,1135010400,서울특별시,노원구,하계동,,11350,10400,서울특별시 노원구 하계동
287,1135010500,서울특별시,노원구,상계동,,11350,10500,서울특별시 노원구 상계동
288,1135010600,서울특별시,노원구,중계동,,11350,10600,서울특별시 노원구 중계동
289,1138010100,서울특별시,은평구,수색동,,11380,10100,서울특별시 은평구 수색동
290,1138010200,서울특별시,은평구,녹번동,,11380,10200,서울특별시 은평구 녹번동
291,1138010300,서울특별시,은평구,불광동,,11380,10300,서울특별시 은평구 불광동
292,1138010400,서울특별시,은평구,갈현동,,11380,10400,서울특별시 은평구 갈현동
293,1138010500,서울특별시,은평구,구산동,,11380,10500,서울특별시 은평구 구산동
294,1138010600,서울특별시,은평구,대조동,,11380,10600,서울특별시 은평구 대조동
295,1138010700,서울특별시,은평구,응암동,,11380,10700,서울특별시 은평구 응암동
296,1138010800,서울특별시,은평구,역촌동,,11380,10800,서울특별시 은평구 역촌동
297,1138010900,서울특별시,은평구,신사동,,11380,10900,서울특별시 은평구 신사동
298,1138011000,서울특별시,은평구,증산동,,11380,11000,서울특별시 은평구 증산동
299,1138011400,서울특별시,은평구,진관동,,11380,11400,서울특별시 은평구 진관동
300,1141010100,서울특별시,서대문구,충정로2가,,11410,10100,서울특별시 서대문구 충정로2가
301,1141010200,서울특별시,서대문구,충정로3가,,11410,10200,서울특별시 서대문구 충정로3가
302,1141010300,서울특별시,서대문구,합동,,11410,10300,서울특별시 서대문구 합동
303,1141010400,서울특별시,서대문구,미근동,,11410,10400,서울특별시 서대문구 미근동
304,1141010500,서울특별시,서대문구,냉천동,,11410,10500,서울특별시 서대문구 냉천동
305,1141010600,서울특별시,서대문구,천연동,,11410,10600,서울특별시 서대문구 천연동
306,1141010700,서울특별시,서대문구,옥천동,,11410,10700,서울특별시 서대문구 옥천동
307,1141010800,서울특별시,서대문구,영천동,,11410,10800,서울특별시 서대문구 영천동
308,1141010900,서울특별시,서대문구,현저동,,11410,10900,서울특별시 서대문구 현저동
309,1141011000,서울특별시,서대문구,북아현동,,11410,11000,서울특별시 서대문구 북아현동
310,1141011100,서울특별시,서대문구,홍제동,,11410,11100,서울특별시 서대문구 홍제동
311,1141011200,서울특별시,서대문구,대현동,,11410,11200,서울특별시 서대문구 대현동
312,1141011300,서울특별시,서대문구,대신동,,11410,11300,서울특별시 서대문구 대신동
313,1141011400,서울특별시,서대문구,신촌동,,11410,11400,서울특별시 서대문구 신촌동
314,1141011500,서울특별시,서대문구,봉원동,,11410,11500,서울특별시 서대문구 봉원동
315,1141011600,서울특별시,서대문구,창천동,,11410,11600,서울특별시 서대문구 창천동
316,1141011700,서울특별시,서대문구,연희동,,11410,11700,서울특별시 서대문구 연희동
317,1141011800,서울특별시,서대문구,홍은동,,11410,11800,서울특별시 서대문구 홍은동
318,1141011900,서울특별시,서대문구,북가좌동,,11410,11900,서울특별시 서대문구 북가좌동
319,1141012000,서울특별시,서대문구,남가좌동,,11410,12000,서울특별시 서대문구 남가좌동
